File Name,User ID,Container Type,Problem Set Index,Household,Total Time Elapsed (mins),round_1_time_elapsed,round_2_time_elapsed,round_3_time_elapsed,round_4_time_elapsed,round_5_time_elapsed,round_6_time_elapsed,ACQ,Comments/Placed non-relevant objects
2024_03_06_15_48_05_BathroomCabinet_problemId9_61005133f83578f7fdcb2a59.json,61005133f83578f7fdcb2a59,BathroomCabinet,9,2,8.2083,3.8235,4.218483333,4.343016667,0.2483666667,2.259466667,2.373133333,FAIL,All empty!
2024_03_04_15_39_01_Fridge_problemId10_5a5aa9dcac5624000153e6f6.json,5a5aa9dcac5624000153e6f6,Fridge,10,1,15.77648333,2.52565,5.073116667,6.405966667,1.326433333,4.970966667,8.448333333,FAIL,Labeled banana without placing it
2024_03_04_19_31_51_KitchenCabinet_problemId14_60fcb7afde5ab78707e377d6.json,60fcb7afde5ab78707e377d6,KitchenCabinet,14,1,10.7076,2.2322,4.368416667,5.846083333,1.50355,2.9222,3.92855,PASS,
2024_02_25_18_12_47_BathroomCabinet_problemId1_64dd3e11a1123030a614608a.json,64dd3e11a1123030a614608a,BathroomCabinet,1,3,11.58923333,1.947266667,3.8933,5.508216667,1.820583333,3.612183333,4.78175,PASS,
2024_02_25_17_52_59_BathroomCabinet_problemId0_5a792c898fe2dc0001058c3b.json,5a792c898fe2dc0001058c3b,BathroomCabinet,0,3,13.03791667,3.915516667,5.278,6.542883333,1.40205,2.64975,4.29155,PASS,
2024_02_25_18_18_40_BathroomCabinet_problemId2_6121aaee9d29f0c6e3bc8bea.json,6121aaee9d29f0c6e3bc8bea,BathroomCabinet,2,3,17.16403333,2.804333333,4.5902,6.2342,1.849383333,3.576516667,4.889633333,PASS,Y
2024_03_06_16_04_29_BathroomCabinet_problemId14_60d9faa609c8dcb9e5e05481.json,60d9faa609c8dcb9e5e05481,BathroomCabinet,14,2,15.15741667,3.259116667,6.007116667,7.734016667,1.938233333,3.359216667,5.347333333,PASS,
2024_03_06_15_37_57_BathroomCabinet_problemId6_610631ba860f21ac066946cf.json,610631ba860f21ac066946cf,BathroomCabinet,6,2,17.55236667,3.383216667,6.6807,8.627416667,1.82905,3.7497,6.389433333,PASS,
2024_03_06_16_06_13_BathroomCabinet_problemId13_5c8ec999bb6a3c00014acf5f.json,5c8ec999bb6a3c00014acf5f,BathroomCabinet,13,2,18.42423333,4.85355,6.9464,9.229616667,2.1005,3.726066667,6.0923,PASS,
2024_03_05_16_20_56_BathroomCabinet_problemId12_5d23460ad4c57900192b129c.json,5d23460ad4c57900192b129c,BathroomCabinet,12,1,9.373616667,1.54035,2.841566667,3.780316667,1.589483333,2.937333333,3.7432,PASS,
2024_02_25_18_25_01_BathroomCabinet_problemId3_565a3d24c51d430005875042.json,565a3d24c51d430005875042,BathroomCabinet,3,3,22.23378333,4.136883333,7.76775,10.61203333,2.7017,5.020316667,8.950283333,PASS,
2024_03_06_16_01_19_BathroomCabinet_problemId10_5b566435d8348500012d2d65.json,5b566435d8348500012d2d65,BathroomCabinet,10,2,20.00786667,2.697683333,5.619183333,11.05666667,1.733083333,4.064783333,6.75285,PASS,
2024_02_25_19_31_19_BathroomCabinet_problemId5_5b6db9e0580154000153cc64.json,5b6db9e0580154000153cc64,BathroomCabinet,5,3,75.61846667,60.25558333,62.0386,63.6114,1.098883333,1.90835,2.66035,PASS,
2024_03_05_09_57_53_Bookshelf_problemId2_615d051e2366aeb051acb734.json,615d051e2366aeb051acb734,Bookshelf,2,1,8.144033333,1.474983333,3.97775,4.900266667,0.8819333333,1.5069,1.910016667,PASS,
2024_03_05_10_00_13_Bookshelf_problemId6_63e576170eb086a90644efb4.json,63e576170eb086a90644efb4,Bookshelf,6,1,9.872583333,2.629816667,3.92225,4.68145,1.13395,1.62555,2.573466667,PASS,
2024_03_05_15_19_36_BathroomCabinet_problemId8_5842eb2904e7550001a06b14.json,5842eb2904e7550001a06b14,BathroomCabinet,8,1,11.95608333,2.630583333,5.0385,6.516466667,1.009733333,2.564366667,4.2863,PASS,
2024_03_05_15_20_11_BathroomCabinet_problemId4_62b0b9d60841bfa66838f436.json,62b0b9d60841bfa66838f436,BathroomCabinet,4,1,13.87463333,2.91255,5.2095,7.370066667,2.040233333,3.599133333,5.319033333,PASS,
2024_03_05_10_02_05_Bookshelf_problemId7_5d6ac7e17658a1001a8c63b2.json,5d6ac7e17658a1001a8c63b2,Bookshelf,7,1,11.45206667,2.413733333,4.6268,5.995333333,1.906266667,3.210283333,4.6836,PASS,
2024_03_05_10_28_14_Bookshelf_problemId12_63c40b98533b26ec941005c3.json,63c40b98533b26ec941005c3,Bookshelf,12,1,29.8189,6.69295,9.639083333,12.84168333,2.03,3.737933333,6.56005,PASS,
2024_03_05_10_50_45_Bookshelf_problemId11_63052f20afc39e87110eb83e.json,63052f20afc39e87110eb83e,Bookshelf,11,1,58.60451667,14.43568333,23.4038,29.51766667,8.242433333,17.7317,22.78578333,PASS,
2024_03_05_15_26_32_BathroomCabinet_problemId11_630b78df7445f304dfb7d50c.json,630b78df7445f304dfb7d50c,BathroomCabinet,11,1,16.54106667,4.498616667,6.785916667,8.1571,1.78805,2.978966667,5.196433333,PASS,
2024_02_25_15_45_02_DresserDrawer_problemId3_5e8aa39f3dabf475987ddaf3.json,5e8aa39f3dabf475987ddaf3,DresserDrawer,3,3,12.14518333,2.568683333,3.9194,5.8482,1.512416667,3.18925,4.69315,PASS,
2024_03_05_15_31_19_BathroomCabinet_problemId7_63d5a05179cf91a6e6a652cb.json,63d5a05179cf91a6e6a652cb,BathroomCabinet,7,1,24.44035,5.805016667,8.8439,11.31001667,4.820766667,8.04465,10.15683333,PASS,
2024_03_07_17_56_34_Bookshelf_problemId8_60fc9ce95a59b3400b38e2a7.json,60fc9ce95a59b3400b38e2a7,Bookshelf,8,2,13.1276,1.999583333,3.493483333,5.122233333,1.6929,3.328816667,5.768883333,PASS,
2024_03_07_18_47_15_Bookshelf_problemId10_5e3ae8e5ebfb032f9058ef33.json,5e3ae8e5ebfb032f9058ef33,Bookshelf,10,2,18.59523333,2.76355,4.721333333,7.2472,2.86855,5.964616667,9.24295,PASS,
2024_03_07_18_51_30_Bookshelf_problemId13_5c5a19299404f10001ff8cbf.json,5c5a19299404f10001ff8cbf,Bookshelf,13,2,18.92948333,1.76095,4.3656,5.906633333,1.307983333,3.461383333,4.542833333,PASS,
2024_03_07_18_34_27_Bookshelf_problemId9_5be8a1701664db0001d804f8.json,5be8a1701664db0001d804f8,Bookshelf,9,2,27.44041667,4.3302,12.48426667,14.61195,4.06855,6.517883333,10.29421667,PASS,
2024_02_25_15_21_59_DresserDrawer_problemId0_610d3c0535871d8bfa25107f.json,610d3c0535871d8bfa25107f,DresserDrawer,0,3,13.34603333,8.452766667,9.42155,10.22275,1.182716667,1.610316667,2.337633333,PASS,
2024_02_25_15_59_23_DresserDrawer_problemId6_5c4eb384c9c8550001720152.json,5c4eb384c9c8550001720152,DresserDrawer,6,3,18.0086,3.594616667,7.7628,9.488283333,2.5861,5.256266667,6.626983333,PASS,
2024_03_07_19_11_43_Bookshelf_problemId14_5f07b62e0e3ac43ea9d490c6.json,5f07b62e0e3ac43ea9d490c6,Bookshelf,14,2,32.86381667,5.037466667,9.641433333,17.616,4.513766667,9.76895,13.54905,PASS,
2024_02_25_14_37_00_Bookshelf_problemId5_5a907927873cda0001dc4719.json,5a907927873cda0001dc4719,Bookshelf,5,3,12.369,3.881666667,6.089666667,7.584883333,1.52755,2.765783333,4.05365,PASS,
2024_02_25_16_12_52_DresserDrawer_problemId7_64d51bcdead49bdcdb2ddc37.json,64d51bcdead49bdcdb2ddc37,DresserDrawer,7,3,26.98701667,4.076283333,10.13278333,12.39266667,3.069133333,8.5673,11.25638333,PASS,
2024_02_25_15_58_03_DresserDrawer_problemId2_588021688e1ad5000142dfdf.json,588021688e1ad5000142dfdf,DresserDrawer,2,3,34.32193333,2.099566667,3.248,4.771416667,1.3924,2.702383333,3.729033333,PASS,
2024_03_04_15_58_14_Fridge_problemId12_5e0571b7e297d5fa932cf415.json,5e0571b7e297d5fa932cf415,Fridge,12,1,9.188083333,1.71045,3.220133333,4.352883333,1.4044,2.646133333,3.571583333,PASS,
2024_03_04_16_05_35_Fridge_problemId14_5f5353ff017c5965165df065.json,5f5353ff017c5965165df065,Fridge,14,1,12.90663333,3.1876,4.8201,6.279533333,1.265416667,2.859716667,4.649483333,PASS,
2024_03_04_16_20_38_Fridge_problemId16_5bd4e6f7c4f8e900013ae526.json,5bd4e6f7c4f8e900013ae526,Fridge,16,1,14.61163333,2.48,4.0735,5.6706,2.297316667,5.666333333,7.763466667,PASS,
2024_02_25_14_40_40_Bookshelf_problemId4_649f525cce87cb12c95ea642.json,649f525cce87cb12c95ea642,Bookshelf,4,3,17.60901667,4.144416667,6.5932,8.94125,3.33485,5.4339,7.091816667,PASS,
2024_03_05_12_43_36_DresserDrawer_problemId5_611ff6cc935b6de3fff0b896.json,611ff6cc935b6de3fff0b896,DresserDrawer,5,1,10.56661667,3.036416667,3.919816667,5.434366667,1.426566667,2.669966667,3.48625,PASS,
2024_03_04_17_33_03_Fridge_problemId18_630386f64c5bbd56ab1c3b0f.json,630386f64c5bbd56ab1c3b0f,Fridge,18,1,16.26896667,3.479016667,5.503683333,6.935783333,1.2334,4.304833333,5.830716667,PASS,
2024_02_25_14_26_10_Bookshelf_problemId0_5f9ded175aa86e381f394e74.json,5f9ded175aa86e381f394e74,Bookshelf,0,3,19.65448333,2.180416667,3.010133333,11.81506667,2.28885,4.648966667,6.95095,PASS,Y
2024_03_08_16_18_41_Fridge_problemId15_5d1b4ec634783e0001336019.json,5d1b4ec634783e0001336019,Fridge,15,2,6.062883333,1.1595,2.27095,3.278816667,0.7954666667,1.41105,2.049716667,PASS,
2024_03_05_12_49_06_DresserDrawer_problemId9_5e2c9026f4a3052be159c494.json,5e2c9026f4a3052be159c494,DresserDrawer,9,1,11.76866667,2.488666667,4.012616667,5.512533333,1.24815,2.293566667,3.568566667,PASS,
2024_03_05_12_48_41_DresserDrawer_problemId4_5fd53e2d08163d37f7cb72f6.json,5fd53e2d08163d37f7cb72f6,DresserDrawer,4,1,15.66203333,2.658266667,4.5205,9.108416667,1.535066667,3.691433333,5.375716667,PASS,
2024_02_25_14_45_04_Bookshelf_problemId1_644087beeb531ba7b10ae320.json,644087beeb531ba7b10ae320,Bookshelf,1,3,26.4423,4.884733333,11.85885,14.60738333,4.26855,6.300966667,9.65895,PASS,
2024_03_07_16_54_57_DresserDrawer_problemId15_5fec06ae197628d566cdc782.json,5fec06ae197628d566cdc782,DresserDrawer,15,2,10.89013333,1.94635,3.043566667,3.634433333,1.757333333,2.92675,4.241283333,PASS,"Placed everything on the table, left a comment"
2024_03_08_16_12_19_Fridge_problemId13_5c65739723f6300001380c2c.json,5c65739723f6300001380c2c,Fridge,13,2,6.5481,1.229983333,1.874766667,2.443216667,0.9945833333,2.19005,2.647166667,PASS,
2024_03_08_16_12_34_Fridge_problemId11_5d5f0b2e0e71190019c643f7.json,5d5f0b2e0e71190019c643f7,Fridge,11,2,6.856783333,1.498816667,2.402,3.6667,0.7626,1.510983333,2.447266667,PASS,
2024_03_07_16_32_27_DresserDrawer_problemId10_56cb15ad64c068000b4d7ca5.json,56cb15ad64c068000b4d7ca5,DresserDrawer,10,2,16.52131667,4.8258,7.783183333,9.7233,1.742516667,3.020666667,3.645383333,PASS,
2024_03_08_16_30_37_Fridge_problemId19_5f9f0e68b9f7035144cef331.json,5f9f0e68b9f7035144cef331,Fridge,19,2,8.473966667,2.159033333,3.12955,4.862716667,0.99665,1.682916667,2.524316667,PASS,
2024_03_08_16_35_32_Fridge_problemId17_5d4fc7b44ec90b0017218453.json,5d4fc7b44ec90b0017218453,Fridge,17,2,22.6288,3.68095,6.617,9.452283333,4.327533333,7.5705,10.95413333,PASS,
2024_02_23_15_33_15_Fridge_problemId6_5d278e6a6f7c660019b56196.json,5d278e6a6f7c660019b56196,Fridge,6,3,4.2655,0.98355,1.855433333,2.181416667,0.5406166667,0.9389,1.21015,PASS,
2024_02_22_17_21_10_Fridge_problemId1_5ac5a9a9f69e940001d984b5.json,5ac5a9a9f69e940001d984b5,Fridge,1,3,5.012283333,1.236,2.07775,2.692816667,0.4518666667,0.8425166667,1.42005,PASS,
2024_03_07_16_44_43_DresserDrawer_problemId12_614f64af286f5a5cc8fa849d.json,614f64af286f5a5cc8fa849d,DresserDrawer,12,2,18.35,5.113916667,6.865983333,10.05365,1.574116667,4.133883333,6.5953,PASS,
2024_02_23_15_46_37_Fridge_problemId9_63d2d8a78197f0f6168543b1.json,63d2d8a78197f0f6168543b1,Fridge,9,3,8.41645,1.7476,2.857366667,3.968366667,1.159083333,1.159483333,2.134466667,PASS,
2024_02_22_17_36_18_Fridge_problemId3_6078163f1e585e4f71e3b879.json,6078163f1e585e4f71e3b879,Fridge,3,3,8.66225,1.32455,2.70805,3.954983333,1.015366667,2.100016667,3.391666667,PASS,
2024_03_04_19_22_08_KitchenCabinet_problemId3_616dabffda7757926ea7e84d.json,616dabffda7757926ea7e84d,KitchenCabinet,3,1,12.79136667,2.86235,4.50755,6.136516667,1.608583333,2.96715,4.117733333,PASS,
2024_03_07_16_46_22_DresserDrawer_problemId11_5652186a812a980012fe65ce.json,5652186a812a980012fe65ce,DresserDrawer,11,2,29.14293333,5.3952,10.08411667,14.61721667,4.592933333,7.819933333,9.6014,PASS,Everything on the table
2024_03_07_17_08_24_DresserDrawer_problemId14_63d7ce77f6d6c8067823d746.json,63d7ce77f6d6c8067823d746,DresserDrawer,14,2,34.20215,2.83945,4.9969,6.747833333,1.602983333,3.24445,4.613366667,PASS,
2024_02_22_17_40_18_Fridge_problemId4_6438a923683de8fa6662b555.json,6438a923683de8fa6662b555,Fridge,4,3,9.879166667,2.4723,3.846633333,5.139383333,1.366183333,2.523566667,3.547966667,PASS,
2024_02_22_17_17_30_Fridge_problemId0_63d2eec88a81e2462be70762.json,63d2eec88a81e2462be70762,Fridge,0,3,12.36143333,2.373516667,4.2542,5.72585,1.768633333,2.6073,4.00825,PASS,
2024_02_23_15_50_09_Fridge_problemId8_63df06a8c5ac5f3c6bf77e6f.json,63df06a8c5ac5f3c6bf77e6f,Fridge,8,3,12.72503333,3.271083333,4.161166667,4.834266667,1.8975,3.309633333,4.475216667,PASS,
2024_03_04_19_35_15_KitchenCabinet_problemId9_627963ff086cb4a8ec377869.json,627963ff086cb4a8ec377869,KitchenCabinet,9,1,14.8247,4.928416667,6.7698,8.02095,1.645116667,3.381266667,4.716816667,PASS,
2024_02_22_17_47_44_Fridge_problemId5_5a2111b5bf56cc000176feb5.json,5a2111b5bf56cc000176feb5,Fridge,5,3,16.76031667,1.88945,3.529416667,5.204466667,1.358383333,8.238916667,10.09305,PASS,
2024_02_23_15_54_29_Fridge_problemId7_5f207c8b6c71a1140fb70df5.json,5f207c8b6c71a1140fb70df5,Fridge,7,3,23.24616667,3.4996,5.478483333,8.414216667,2.82,4.950383333,8.590566667,PASS,
2024_03_04_19_36_55_KitchenCabinet_problemId8_5f5550685e8dec926f63cef1.json,5f5550685e8dec926f63cef1,KitchenCabinet,8,1,18.41561667,5.837616667,7.436033333,9.124183333,2.75595,4.39625,5.328416667,PASS,
2024_03_04_19_44_32_KitchenCabinet_problemId5_5c4a428161c51f0001e96b3f.json,5c4a428161c51f0001e96b3f,KitchenCabinet,5,1,32.32005,2.454016667,9.947366667,17.71776667,4.591366667,11.32075,13.58541667,PASS (~),Placed toilet paper but ACQ had paper towel
2024_03_08_12_21_43_KitchenCabinet_problemId19_605776c7ffd8cb64476fc73f.json,605776c7ffd8cb64476fc73f,KitchenCabinet,19,2,15.2849,2.861433333,5.249583333,8.053416667,2.9234,4.525966667,6.5523,FAIL,No watch
2024_02_23_15_56_01_Fridge_problemId2_6167abbd7db521535e811eb0.json,6167abbd7db521535e811eb0,Fridge,2,3,28.40871667,4.597466667,12.43963333,18.37556667,3.068616667,6.155016667,8.82055,PASS,
2024_03_08_11_53_16_KitchenCabinet_problemId4_5dd446ab87c1fd43fbb49aa1.json,5dd446ab87c1fd43fbb49aa1,KitchenCabinet,4,2,7.39105,1.96,2.873816667,3.841916667,0.8128833333,1.516966667,2.260083333,PASS,body wash
2024_03_08_12_05_48_KitchenCabinet_problemId15_611c2ed2d1d6a90e05ceeb30.json,611c2ed2d1d6a90e05ceeb30,KitchenCabinet,15,2,11.24998333,1.729816667,3.441916667,4.75095,1.526933333,2.76525,4.6192,PASS,
2024_03_08_12_15_23_KitchenCabinet_problemId17_5eea537ffd89d01283ffac22.json,5eea537ffd89d01283ffac22,KitchenCabinet,17,2,18.52868333,2.684433333,4.286466667,5.922466667,1.45335,6.804666667,8.831966667,PASS,
2024_03_08_12_16_37_KitchenCabinet_problemId16_605fe9680cac2ea943d411ec.json,605fe9680cac2ea943d411ec,KitchenCabinet,16,2,20.18063333,3.985483333,6.593316667,9.881216667,2.29895,4.2031,8.658983333,PASS,
2024_02_23_09_28_17_KitchenCabinet_problemId11_5e8cf43fbf65bf0bdfe15296.json,5e8cf43fbf65bf0bdfe15296,KitchenCabinet,11,3,6.426883333,1.003066667,2.268083333,3.487666667,0.8822333333,1.673683333,2.37155,PASS,
2024_02_23_09_28_21_KitchenCabinet_problemId7_6111c4865701e1ba367af3e3.json,6111c4865701e1ba367af3e3,KitchenCabinet,7,3,8.202233333,1.431733333,2.7435,4.19825,1.154416667,2.103383333,3.246633333,PASS,?
2024_02_23_09_36_11_KitchenCabinet_problemId12_6102c81e911700cf7ba5f6bd.json,6102c81e911700cf7ba5f6bd,KitchenCabinet,12,3,8.518116667,1.435033333,2.57955,3.276366667,1.794133333,3.655216667,4.094666667,PASS,?
2024_02_23_08_53_50_KitchenCabinet_problemId1_636212999d9d4a04989c95e9.json,636212999d9d4a04989c95e9,KitchenCabinet,1,3,9.379383333,2.72165,3.668166667,4.509116667,1.374116667,2.012116667,2.694516667,PASS,Y
2024_02_23_09_48_03_KitchenCabinet_problemId13_6155b9c45f96867d9d9631fd.json,6155b9c45f96867d9d9631fd,KitchenCabinet,13,3,9.40445,1.177283333,2.227166667,3.5393,1.446933333,2.492,3.922533333,PASS,
2024_02_23_09_29_46_KitchenCabinet_problemId6_631685f7d6d6fcb196e87f0a.json,631685f7d6d6fcb196e87f0a,KitchenCabinet,6,3,9.717666667,2.7255,4.561316667,5.629133333,0.6509,1.285783333,2.0379,PASS,Y
2024_02_23_09_25_45_KitchenCabinet_problemId2_641a43f78351cc4fefe31190.json,641a43f78351cc4fefe31190,KitchenCabinet,2,3,11.50868333,2.819533333,5.4032,6.59295,0.92875,1.813416667,2.92085,PASS,
2024_02_23_09_38_37_KitchenCabinet_problemId10_5cdf4dd618f742000174cd3f.json,5cdf4dd618f742000174cd3f,KitchenCabinet,10,3,17.13786667,2.0329,2.981833333,4.845,2.419616667,5.175883333,6.350683333,PASS,
2024_02_25_14_33_02_Bookshelf_problemId3_63d41c2627381fc53af61e58.json,63d41c2627381fc53af61e58,Bookshelf,3,3,12.11978333,2.648366667,3.684733333,5.08265,0.8588833333,1.784383333,2.986583333,PASS (~),
2024_03_05_13_00_02_DresserDrawer_problemId1_637058f9e7a26c452d1cc49a.json,637058f9e7a26c452d1cc49a,DresserDrawer,1,1,29.4376,5.592433333,13.2827,16.64498333,4.58205,8.3934,11.34461667,PASS (~),body care?
2024_03_05_13_09_21_DresserDrawer_problemId8_615e1782e969d4939045c54f.json,615e1782e969d4939045c54f,DresserDrawer,8,1,35.65016667,8.979266667,10.80953333,13.59803333,2.432666667,4.4446,5.961483333,PASS (~),"Placed candle, labeled candle stand"
2024_02_23_08_56_17_KitchenCabinet_problemId0_6291003fe4c10d24d42082dd.json,6291003fe4c10d24d42082dd,KitchenCabinet,0,3,18.0228,2.555833333,5.948316667,7.086933333,2.598666667,3.63725,5.292583333,PASS,